Primary_Key,ProdCat1,ProdCat2,GROSS_TURNOVER,INVOICE_NUMBER,Cluster
101209_Customer Group_4557,Mobile Services,Mobile Plans (Prepaid),135.356,1,9
101209_Customer Group_4557,Network and Infrastructure,Network Maintenance Services,124.453,1,9
101209_Customer Group_4557,Security and Privacy,Cybersecurity Solutions,174.7071,2,9
101209_Customer Group_4557,Television and Entertainment,Educational TV Channels,208.437,1,9
101209_Customer Group_4557,Television and Entertainment,Kids Entertainment Packages,95.1722,1,9
101209_Customer Group_4557,Television and Entertainment,Mobile TV Services,63.5904,1,9
101219_Customer Group_4653,Television and Entertainment,Premium TV Channels,94.4547,2,0
101225_Customer Group_5359,Broadband and Internet Services,4G Services,2240.7968,1,6
101225_Customer Group_5359,Digital Transformation Services,Cloud-native Development,4007.074,1,6
101225_Customer Group_5359,Network and Infrastructure,Wholesale Telecom Services,7123.75,2,6
101227_Customer Group_4558,Broadband and Internet Services,5G Services,810.7605,1,0
101227_Customer Group_4558,Digital Transformation Services,Cloud Strategy and Migration,533.2701,1,0
101227_Customer Group_4558,Mobile Services,GPS Tracking Services,96.0102,1,0
101227_Customer Group_4558,Television and Entertainment,Mobile TV Services,1693.4465,1,0
101293_Customer Group_4843,Data and Analytics,Data Analytics Services,129.36,1,6
101293_Customer Group_4843,Digital Transformation Services,Cloud-native Development,497.1335,1,6
101293_Customer Group_4843,Network and Infrastructure,Network Design Services,874.2915,1,6
101293_Customer Group_4843,Network and Infrastructure,Network Integration Services,504.8928,1,6
101293_Customer Group_4843,Network and Infrastructure,Network Monitoring Services,1392.0464,1,6
101293_Customer Group_4843,Network and Infrastructure,Wholesale Telecom Services,332.8981,1,6
101293_Customer Group_4843,Television and Entertainment,Mobile TV Services,565.3782,3,6
101293_Customer Group_4843,Television and Entertainment,Premium TV Channels,50.2365,1,6
101464_Customer Group_388,Broadband and Internet Services,4G Services,65014.8296,17,4
101464_Customer Group_388,Broadband and Internet Services,5G Services,15615.828000000001,2,4
101464_Customer Group_388,Business Solutions,Asset Tracking Solutions,412.9515,1,4
101464_Customer Group_388,Business Solutions,Digital Workspace Solutions,1323.2992,3,4
101464_Customer Group_388,Cloud and Hosting Services,Application Hosting Services,6003.6196,12,4
101464_Customer Group_388,Cloud and Hosting Services,Platform as a Service (PaaS),4148.865,1,4
101464_Customer Group_388,Cloud and Hosting Services,Private Cloud Services,8782.272,2,4
101464_Customer Group_388,Communication Tools,Virtual Event Hosting,154.6725,1,4
101464_Customer Group_388,Communication Tools,Web Conferencing Services,1301.4024,1,4
101464_Customer Group_388,Data and Analytics,Data Analytics Services,252.2188,1,4
101464_Customer Group_388,Data and Analytics,Predictive Analytics,223.03220000000002,2,4
101464_Customer Group_388,Devices and Accessories,Data Center Equipment - Servers,1335.5206,7,4
101464_Customer Group_388,Devices and Accessories,Data Center Equipment - Storage Solutions,621.8058,1,4
101464_Customer Group_388,Devices and Accessories,Enterprise networking equipment,61890.111399999994,9,4
101464_Customer Group_388,Devices and Accessories,Network switches,1342.1448,4,4
101464_Customer Group_388,Digital Transformation Services,Cloud Strategy and Migration,253.9082,2,4
101464_Customer Group_388,Digital Transformation Services,Cloud and Hosting Services,17729.057099999998,10,4
101464_Customer Group_388,IoT and Smart Solutions,Fleet Management Solutions,1636.5316,2,4
101464_Customer Group_388,Mobile Services,Family Mobile Plans,562.242,3,4
101464_Customer Group_388,Mobile Services,Mobile Device Management (MDM),1677.5963,7,4
101464_Customer Group_388,Mobile Services,Mobile Plans (Postpaid),84851.2683,21,4
101464_Customer Group_388,Mobile Services,Mobile Plans (Prepaid),2813.0136,11,4
101464_Customer Group_388,Network and Infrastructure,Carrier Services,11986.372599999999,6,4
101464_Customer Group_388,Network and Infrastructure,Network Consulting Services,8198.1399,4,4
101464_Customer Group_388,Network and Infrastructure,Network Design Services,363.6582,3,4
101464_Customer Group_388,Network and Infrastructure,Network Infrastructure Services,4991.471799999999,5,4
101464_Customer Group_388,Network and Infrastructure,Network Maintenance Services,905.3276000000001,2,4
101464_Customer Group_388,Network and Infrastructure,Network Monitoring Services,1845.3046,2,4
101464_Customer Group_388,Network and Infrastructure,Wholesale Telecom Services,2575.1074,5,4
101464_Customer Group_388,Security and Privacy,Cybersecurity Solutions,119.196,1,4
101464_Customer Group_388,Security and Privacy,Network Security Solutions,614.2469,8,4
101464_Customer Group_388,Television and Entertainment,Local TV Channels,1081.3992,1,4
101464_Customer Group_388,Television and Entertainment,Mobile TV Services,6287.5904,8,4
101464_Customer Group_388,Television and Entertainment,News Subscription Packages,25375.2516,17,4
101464_Customer Group_388,Television and Entertainment,Premium TV Channels,7281.805,5,4
101464_Customer Group_388,Television and Entertainment,Smart TV Services,514.4852999999999,5,4
101464_Customer Group_388,Television and Entertainment,Sports Subscription Packages,1422.9496,1,4
101473_Customer Group_5671,Business Solutions,Digital Workspace Solutions,2141.6211,1,3
101498_Customer Group_5300,Network and Infrastructure,Network Design Services,121.3364,1,0
101498_Customer Group_5300,Television and Entertainment,Kids Entertainment Packages,60.8,1,0
101498_Customer Group_5300,Television and Entertainment,Mobile TV Services,692.4748999999999,2,0
101498_Customer Group_5300,Television and Entertainment,Movie Subscription Packages,283.038,1,0
101498_Customer Group_5300,Television and Entertainment,Premium TV Channels,377.0906,1,0
10150_Customer Group_199,Business Solutions,Digital Workspace Solutions,655.621,1,4
10150_Customer Group_199,Cloud and Hosting Services,Platform as a Service (PaaS),385.7232,1,4
10150_Customer Group_199,Communication Tools,Web Conferencing Services,3447.5027,1,4
10150_Customer Group_199,Mobile Services,Family Mobile Plans,1021.9069,1,4
10150_Customer Group_199,Network and Infrastructure,Network Design Services,207.8109,1,4
101536_Customer Group_4655,Business Solutions,Digital Workspace Solutions,45.5081,1,4
101536_Customer Group_4655,Communication Tools,Web Conferencing Services,836.3262,1,4
101536_Customer Group_4655,Data and Analytics,Data Analytics Services,264.42,1,4
101536_Customer Group_4655,Data and Analytics,Predictive Analytics,191.41750000000002,3,4
101536_Customer Group_4655,Devices and Accessories,Data Center Equipment - Rack Solutions,1215.766,5,4
101536_Customer Group_4655,IoT and Smart Solutions,Environmental Monitoring Services,1428.0,1,4
101536_Customer Group_4655,IoT and Smart Solutions,Smart City Solutions,239.8114,1,4
101536_Customer Group_4655,Mobile Services,Family Mobile Plans,136.62,1,4
101536_Customer Group_4655,Network and Infrastructure,Network Design Services,192.407,2,4
101536_Customer Group_4655,Network and Infrastructure,Network Equipment Sales,239.568,1,4
101536_Customer Group_4655,Network and Infrastructure,Wholesale Telecom Services,1196.69,1,4
101536_Customer Group_4655,Television and Entertainment,Educational TV Channels,293.6196,1,4
101536_Customer Group_4655,Television and Entertainment,Mobile TV Services,63.9677,1,4
101536_Customer Group_4655,Television and Entertainment,Premium TV Channels,90.6611,1,4
101536_Customer Group_4655,Television and Entertainment,Smart TV Services,16.2688,1,4
101577_Customer Group_4798,Broadband and Internet Services,5G Services,2720.9814,9,4
101577_Customer Group_4798,Business Solutions,Digital Workspace Solutions,496.0024,6,4
101577_Customer Group_4798,Cloud and Hosting Services,Application Hosting Services,100.3824,2,4
101577_Customer Group_4798,Data and Analytics,Data Analytics Services,49.3484,1,4
101577_Customer Group_4798,Data and Analytics,Predictive Analytics,112.6765,4,4
101577_Customer Group_4798,Devices and Accessories,Data Center Equipment - Rack Solutions,482.88,3,4
101577_Customer Group_4798,Devices and Accessories,Data Center Equipment - Servers,70.8486,1,4
101577_Customer Group_4798,Digital Transformation Services,Cloud Strategy and Migration,11.2488,1,4
101577_Customer Group_4798,Digital Transformation Services,Cloud and Hosting Services,3905.7585,1,4
101577_Customer Group_4798,Digital Transformation Services,Cloud-native Development,354.2889,1,4
101577_Customer Group_4798,Mobile Services,Family Mobile Plans,295.135,2,4
101577_Customer Group_4798,Mobile Services,Mobile Plans (Prepaid),455.2164,2,4
101577_Customer Group_4798,Network and Infrastructure,Carrier Services,553.2786,1,4
101577_Customer Group_4798,Network and Infrastructure,Network Design Services,548.5437,8,4
101577_Customer Group_4798,Network and Infrastructure,Network Equipment Sales,391.1686,1,4
101577_Customer Group_4798,Network and Infrastructure,Wholesale Telecom Services,441.0706,3,4
101577_Customer Group_4798,Security and Privacy,Encrypted Communication Services,3334.5522,1,4
101577_Customer Group_4798,Security and Privacy,Network Security Solutions,39.5824,1,4
101577_Customer Group_4798,Television and Entertainment,Educational TV Channels,517.0456,3,4
101577_Customer Group_4798,Television and Entertainment,Kids Entertainment Packages,66.4715,1,4
101577_Customer Group_4798,Television and Entertainment,Mobile TV Services,4566.9767999999995,38,4
101577_Customer Group_4798,Television and Entertainment,Movie Subscription Packages,2095.4885,8,4
101577_Customer Group_4798,Television and Entertainment,Over-the-Top (OTT) Services,368.0662,1,4
101577_Customer Group_4798,Television and Entertainment,Premium TV Channels,873.46,7,4
101577_Customer Group_4798,Television and Entertainment,Smart TV Services,20.9184,2,4
101578_Customer Group_5337,Communication Tools,Virtual Event Hosting,212.1327,1,5
101578_Customer Group_5337,Data and Analytics,Data Analytics Services,86.5693,1,5
101578_Customer Group_5337,Data and Analytics,Predictive Analytics,723.8398,5,5
101578_Customer Group_5337,Gaming and eSports,Live Streaming Services,3179.7859,4,5
101578_Customer Group_5337,Mobile Services,Mobile Device Management (MDM),7.4169,1,5
101578_Customer Group_5337,Security and Privacy,Cybersecurity Solutions,3447.4629999999997,7,5
101578_Customer Group_5337,Security and Privacy,Network Security Solutions,687.8364,2,5
101591_Customer Group_2768,Broadband and Internet Services,4G Services,2258.4306,2,4
101591_Customer Group_2768,Broadband and Internet Services,5G Services,15660.451500000001,7,4
101591_Customer Group_2768,Broadband and Internet Services,Broadband Internet (Fiber),257.2776,1,4
101591_Customer Group_2768,Business Solutions,Asset Tracking Solutions,969.3876,1,4
101591_Customer Group_2768,Business Solutions,Contact Center Solutions,4589.9223,6,4
101591_Customer Group_2768,Business Solutions,Digital Workspace Solutions,522.102,2,4
101591_Customer Group_2768,Business Solutions,Managed IT Services,1561.3563,5,4
101591_Customer Group_2768,Business Solutions,Workforce Management Solutions,6265.5671,8,4
101591_Customer Group_2768,Cloud and Hosting Services,Application Hosting Services,14345.4606,16,4
101591_Customer Group_2768,Cloud and Hosting Services,Cloud PBX Services,1259.3185,1,4
101591_Customer Group_2768,Cloud and Hosting Services,Data Backup Services,555.24,1,4
101591_Customer Group_2768,Cloud and Hosting Services,Platform as a Service (PaaS),2238.5208000000002,2,4
101591_Customer Group_2768,Cloud and Hosting Services,Private Cloud Services,1659.5455,1,4
101591_Customer Group_2768,Communication Tools,Virtual Event Hosting,4268.6398,11,4
101591_Customer Group_2768,Communication Tools,Web Conferencing Services,3328.4615,5,4
101591_Customer Group_2768,Community and Social Platforms,Professional Networking Platforms,1481.076,2,4
101591_Customer Group_2768,Data and Analytics,Big Data Solutions,244.9347,1,4
101591_Customer Group_2768,Data and Analytics,Data Analytics Services,4785.9281,11,4
101591_Customer Group_2768,Data and Analytics,Predictive Analytics,1778.3879,10,4
101591_Customer Group_2768,Devices and Accessories,Data Center Equipment - Rack Solutions,1757.1162,2,4
101591_Customer Group_2768,Devices and Accessories,Data Center Equipment - Servers,371.3415,2,4
101591_Customer Group_2768,Devices and Accessories,Enterprise networking equipment,62470.9638,8,4
101591_Customer Group_2768,Devices and Accessories,Network switches,4525.5436,12,4
101591_Customer Group_2768,Digital Transformation Services,Cloud Strategy and Migration,3811.5397,9,4
101591_Customer Group_2768,Digital Transformation Services,Cloud-native Development,26185.63,39,4
101591_Customer Group_2768,Digital Transformation Services,Remote Work Solutions,9176.9948,7,4
101591_Customer Group_2768,Gaming and eSports,Live Streaming Services,10494.1474,7,4
101591_Customer Group_2768,IoT and Smart Solutions,Environmental Monitoring Services,1734.9408,2,4
101591_Customer Group_2768,IoT and Smart Solutions,Smart City Solutions,1125.31,3,4
101591_Customer Group_2768,Mobile Services,Family Mobile Plans,265.26050000000004,2,4
101591_Customer Group_2768,Mobile Services,Mobile Device Management (MDM),13951.8045,20,4
101591_Customer Group_2768,Mobile Services,Mobile Plans (Postpaid),17156.630400000002,4,4
101591_Customer Group_2768,Mobile Services,Mobile Plans (Prepaid),23798.2338,67,4
101591_Customer Group_2768,Network and Infrastructure,Carrier Services,15175.9116,11,4
101591_Customer Group_2768,Network and Infrastructure,Network Design Services,1034.9645,3,4
